human_gene_symbol	human_chromosome	entity_type	category	parent	consensus_score	is_cs	database_cs	is_tf	database_tf
PPP1R17	7	protein	intracellular, extracellular	intracellular, extracellular	2	FALSE	GO_Intercell, LOCATE, ComPPI, OmniPath	FALSE	NA
PPP1R18	6	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, ComPPI, GO_Intercell	FALSE	NA
PPP1R1A	12	protein	intracellular	intracellular	2	FALSE	GO_Intercell, OmniPath, ComPPI	FALSE	NA
PPP1R1B	17	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, OmniPath, UniProt	FALSE	NA
PPP1R1C	2	protein	intracellular	intracellular	2	FALSE	GO_Intercell, UniProt, OmniPath	FALSE	NA
PPP1R2	3	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	FALSE	NA
PPP1R21	2	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, UniProt, GO_Intercell	FALSE	NA
PPP1R26	9	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, UniProt, GO_Intercell	FALSE	NA
PPP1R27	17	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	FALSE	NA
PPP1R2B	5	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	FALSE	NA
PPP1R32	11	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, UniProt, GO_Intercell	FALSE	NA
PPP1R35	7	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, OmniPath, GO_Intercell	FALSE	NA
PPP1R37	19	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	FALSE	NA
PPP1R3A	7	protein	transmembrane, transmembrane_tmhmm, intracellular, transmembrane_phobius, transmembrane_sosui, transmembrane_predicted	transmembrane_predicted, transmembrane, intracellular	5	TRUE	Phobius, Almen2009, Ramilowski_location, OmniPath, GO_Intercell, UniProt	FALSE	NA
PPP1R3B	8	protein	intracellular	intracellular	2	FALSE	GO_Intercell, ComPPI, OmniPath	FALSE	NA
PPP1R3C	10	protein	intracellular	intracellular	2	FALSE	OmniPath, ComPPI, GO_Intercell	FALSE	NA
PPP1R3D	20	protein	intracellular	intracellular	2	FALSE	ComPPI, GO_Intercell, OmniPath	FALSE	NA
PPP1R3E	14	protein	intracellular	intracellular	2	FALSE	ComPPI, GO_Intercell, OmniPath	FALSE	NA
PPP1R3F	X	protein	transmembrane, transmembrane_phobius, intracellular, transmembrane_tmhmm, transmembrane_sosui, transmembrane_predicted	transmembrane, transmembrane_predicted, intracellular	5	TRUE	UniProt, OmniPath, Almen2009, Ramilowski_location, Phobius, GO_Intercell, ComPPI	FALSE	NA
PPP1R3G	6	protein	intracellular	intracellular	1	FALSE	GO_Intercell, OmniPath	FALSE	NA
PPP1R42	8	protein	intracellular	intracellular	2	FALSE	GO_Intercell, UniProt, OmniPath	FALSE	NA
PPP1R8	1	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, UniProt, OmniPath, LOCATE	FALSE	NA
PPP1R9A	7	protein	intracellular	intracellular	3	FALSE	LOCATE, UniProt, OmniPath, GO_Intercell, ComPPI	FALSE	NA
PPP1R9B	17	protein	intracellular, plasma_membrane, ion_channel, transporter	intracellular, plasma_membrane, ion_channel, transporter	3	FALSE	OmniPath, GO_Intercell, LOCATE, UniProt, DGIdb, ComPPI	FALSE	NA
PPP2CA	5	protein	intracellular	intracellular	3	FALSE	LOCATE, OmniPath, UniProt, GO_Intercell, ComPPI	FALSE	NA
PPP2CB	8	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, UniProt, OmniPath, LOCATE	FALSE	NA
PPP2R1A	19	protein	plasma_membrane, intracellular, lateral_cell_membrane	plasma_membrane, intracellular	3	FALSE	UniProt, OmniPath, ComPPI, GO_Intercell	FALSE	NA
PPP2R1B	11	protein	intracellular	intracellular	2	FALSE	LOCATE, ComPPI, GO_Intercell, OmniPath	FALSE	NA
PPP2R2A	8	protein	intracellular	intracellular	2	FALSE	GO_Intercell, LOCATE, OmniPath, ComPPI	FALSE	NA
PPP2R2B	5	protein	intracellular, cell_adhesion, adhesion, plasma_membrane	intracellular, cell_adhesion, adhesion, plasma_membrane	3	TRUE	LOCATE, OmniPath, GO_Intercell, Cellinker, UniProt, ComPPI	FALSE	NA
PPP2R2C	4	protein	intracellular	intracellular	2	FALSE	GO_Intercell, OmniPath, ComPPI, LOCATE	FALSE	NA
PPP2R2D	10	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, OmniPath, GO_Intercell, LOCATE	FALSE	NA
PPP2R3A	3	protein	intracellular	intracellular	1	FALSE	LOCATE, OmniPath, ComPPI	FALSE	NA
PPP2R3C	14	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, UniProt, OmniPath	FALSE	NA
PPP2R5A	1	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, LOCATE, OmniPath, GO_Intercell	FALSE	NA
PPP2R5B	11	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, UniProt, ComPPI	FALSE	NA
PPP2R5C	14	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, ComPPI, UniProt, LOCATE	FALSE	NA
PPP2R5D	6	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, LOCATE, UniProt, GO_Intercell	FALSE	NA
PPP2R5E	14	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, UniProt, LOCATE, GO_Intercell	FALSE	NA
PPP3CA	4	protein	intracellular, plasma_membrane	intracellular, plasma_membrane	3	FALSE	ComPPI, LOCATE, OmniPath, GO_Intercell, UniProt	FALSE	NA
PPP3CB	10	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, OmniPath, GO_Intercell, LOCATE	FALSE	NA
PPP3CC	8	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, ComPPI, GO_Intercell	FALSE	NA
PPP3R1	2	protein	intracellular, plasma_membrane	intracellular, plasma_membrane	3	FALSE	ComPPI, OmniPath, UniProt, GO_Intercell	FALSE	NA
PPP3R2	9	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, ComPPI, OmniPath	FALSE	NA
PPP4C	16	protein	intracellular	intracellular	3	FALSE	LOCATE, UniProt, GO_Intercell, ComPPI, OmniPath	FALSE	NA
PPP4R1	18	protein	intracellular	intracellular	1	FALSE	LOCATE, OmniPath, ComPPI	FALSE	NA
PPP4R3A	14	protein	intracellular, transmembrane	intracellular, transmembrane, transmembrane_predicted	3	TRUE	GO_Intercell, ComPPI, OmniPath, Ramilowski_location, UniProt, Phobius, LOCATE	FALSE	NA
PPP4R3B	2	protein	intracellular, transmembrane	intracellular, transmembrane	3	TRUE	OmniPath, GO_Intercell, ComPPI, UniProt, Ramilowski_location	FALSE	NA
PPP4R3C	X	protein	intracellular	intracellular	1	FALSE	OmniPath, GO_Intercell	FALSE	NA
PPP4R4	14	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, GO_Intercell, OmniPath	FALSE	NA
PPP5C	19	protein	intracellular, ion_channel, plasma_membrane, transporter	intracellular, ion_channel, plasma_membrane, transporter	3	FALSE	GO_Intercell, OmniPath, ComPPI, UniProt, DGIdb, LOCATE	FALSE	NA
PPP6C	9	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, GO_Intercell, ComPPI, LOCATE	FALSE	NA
PPP6R1	19	protein	intracellular, transmembrane	intracellular, transmembrane	3	TRUE	OmniPath, GO_Intercell, UniProt, ComPPI, Ramilowski_location	FALSE	NA
PPP6R2	22	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, ComPPI, GO_Intercell	FALSE	NA
PPP6R3	11	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, OmniPath, UniProt	FALSE	NA
PPRC1	10	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, GO_Intercell, ComPPI	FALSE	NA
PPT1	1	protein	intracellular, secreted, extracellular	intracellular, secreted, extracellular	3	FALSE	OmniPath, LOCATE, UniProt, GO_Intercell, ComPPI	FALSE	NA
PPT2	6	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, ComPPI, LOCATE, OmniPath	FALSE	NA
PPTC7	12	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, OmniPath, UniProt	FALSE	NA
PPWD1	5	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, UniProt, GO_Intercell	FALSE	NA
PPY	17	protein	intracellular, ligand, extracellular, secreted, hormone	intracellular, ligand, extracellular, secreted	15	FALSE	OmniPath, CellPhoneDB, Baccin2019, LOCATE, Ramilowski2015, connectomeDB2020, Cellinker, DGIdb, GO_Intercell, UniProt, LRdb, Guide2Pharma, scConnect, talklr, CellChatDB, HPA_secretome, CellTalkDB, EMBRACE, iTALK	FALSE	NA
PQBP1	X	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, ComPPI, LOCATE, UniProt	FALSE	NA
PRADC1	2	protein	secreted	secreted	3	FALSE	UniProt, HPA_secretome, OmniPath	FALSE	NA
PRAF2	X	protein	transmembrane, intracellular	transmembrane, transmembrane_predicted, intracellular	4	TRUE	OmniPath, Phobius, ComPPI, UniProt, GO_Intercell, Ramilowski_location	FALSE	NA
PRAG1	8	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, UniProt, ComPPI	FALSE	NA
PRAM1	19	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	FALSE	NA
PRAMEF1	1	protein	intracellular	intracellular	1	FALSE	OmniPath, GO_Intercell	FALSE	NA
PRAMEF10	1	protein	intracellular	intracellular	2	FALSE	GO_Intercell, ComPPI, OmniPath	FALSE	NA
PRAMEF11	1	protein	intracellular	intracellular	1	FALSE	OmniPath, GO_Intercell	FALSE	NA
PRAMEF12	1	protein	intracellular	intracellular	1	FALSE	GO_Intercell, OmniPath	FALSE	NA
PRAMEF13	1	protein	intracellular	intracellular	1	FALSE	OmniPath, GO_Intercell	FALSE	NA
PRAMEF14	1	protein	intracellular	intracellular	1	FALSE	GO_Intercell, OmniPath	FALSE	NA
PRAMEF17	1	protein	intracellular	intracellular	2	FALSE	GO_Intercell, OmniPath, ComPPI	FALSE	NA
PRAMEF18	1	protein	intracellular	intracellular	1	FALSE	OmniPath, GO_Intercell	FALSE	NA
PRAMEF19	1	protein	intracellular	intracellular	1	FALSE	OmniPath, GO_Intercell	FALSE	NA
PRAMEF2	1	protein	intracellular	intracellular	1	FALSE	GO_Intercell, OmniPath	FALSE	NA
PRAMEF20	1	protein	intracellular	intracellular	1	FALSE	OmniPath, GO_Intercell	FALSE	NA
PRAMEF25	1	protein	intracellular	intracellular	1	FALSE	OmniPath, GO_Intercell	FALSE	NA
PRAMEF26	1	protein	intracellular	intracellular	1	FALSE	GO_Intercell, OmniPath	FALSE	NA
PRAMEF27	1	protein	intracellular	intracellular	1	FALSE	OmniPath, GO_Intercell	FALSE	NA
PRAMEF33	1	protein	intracellular	intracellular	1	FALSE	GO_Intercell, OmniPath	FALSE	NA
PRAMEF4	1	protein	intracellular	intracellular	1	FALSE	GO_Intercell, OmniPath	FALSE	NA
PRAMEF5	1	protein	intracellular	intracellular	2	FALSE	ComPPI, OmniPath, GO_Intercell	FALSE	NA
PRAMEF6	1	protein	intracellular	intracellular	1	FALSE	OmniPath, GO_Intercell	FALSE	NA
PRAMEF7	1	protein	intracellular	intracellular	1	FALSE	OmniPath, GO_Intercell	FALSE	NA
PRAMEF8	1	protein	intracellular	intracellular	2	FALSE	ComPPI, GO_Intercell, OmniPath	FALSE	NA
PRAP1	10	protein	intracellular, extracellular, secreted	intracellular, extracellular, secreted	3	FALSE	GO_Intercell, OmniPath, HPA_secretome, LOCATE, UniProt	FALSE	NA
PRC1	15	protein	intracellular	intracellular	3	FALSE	ComPPI, LOCATE, UniProt, OmniPath, GO_Intercell	FALSE	NA
PRCC	1	protein	intracellular, extracellular	intracellular, extracellular	3	FALSE	ComPPI, GO_Intercell, OmniPath, LOCATE, UniProt	FALSE	NA
PRCP	11	protein	receptor, intracellular	receptor, intracellular	3	FALSE	OmniPath, UniProt, ComPPI, scConnect, GO_Intercell	FALSE	NA
PRDM1	6	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, OmniPath, UniProt	TRUE	CollecTRI;DoRothEA;ExTRI_CollecTRI;FANTOM4_DoRothEA;NTNU.Curated_CollecTRI;SIGNOR;SIGNOR_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA;ARACNe-GTEx_DoRothEA;GEREDB_CollecTRI;CytReg_CollecTRI;ENCODE-distal;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;ENCODE-proximal;IntAct_DoRothEA;ReMap_DoRothEA
PRDM10	11	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, ComPPI, OmniPath, LOCATE	TRUE	CollecTRI;ExTRI_CollecTRI;DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;GOA_CollecTRI
PRDM11	11	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, OmniPath, UniProt	FALSE	NA
PRDM12	9	protein	intracellular	intracellular	2	FALSE	UniProt, OmniPath, GO_Intercell	FALSE	NA
PRDM13	6	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, OmniPath, ComPPI	TRUE	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI
PRDM14	8	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, ComPPI, OmniPath	TRUE	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;PAZAR_DoRothEA;SIGNOR_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA;ReMap_DoRothEA;HOCOMOCO_DoRothEA
PRDM15	21	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, OmniPath, GO_Intercell	FALSE	NA
PRDM16	1	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, ComPPI, LOCATE, UniProt	TRUE	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;GEREDB_CollecTRI
PRDM2	1	protein	intracellular, receptor	intracellular, receptor	3	FALSE	LOCATE, OmniPath, scConnect, ComPPI, UniProt, GO_Intercell	TRUE	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;GEREDB_CollecTRI;GOA_CollecTRI;SIGNOR_CollecTRI;DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA
PRDM4	12	protein	intracellular	intracellular	3	FALSE	LOCATE, ComPPI, GO_Intercell, OmniPath, UniProt	TRUE	CollecTRI;ExTRI_CollecTRI;GOA_CollecTRI
PRDM5	4	protein	intracellular	intracellular	3	FALSE	LOCATE, GO_Intercell, ComPPI, UniProt, OmniPath	TRUE	CollecTRI;ExTRI_CollecTRI
PRDM6	5	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, ComPPI, UniProt	FALSE	NA
PRDM7	16	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, GO_Intercell, OmniPath	FALSE	NA
PRDM8	4	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, UniProt, GO_Intercell	TRUE	CollecTRI;GEREDB_CollecTRI
PRDM9	5	protein	intracellular	intracellular	3	FALSE	LOCATE, GO_Intercell, UniProt, OmniPath, ComPPI	FALSE	NA
PRDX1	1	protein	intracellular	intracellular	3	FALSE	LOCATE, UniProt, GO_Intercell, OmniPath, ComPPI	FALSE	NA
PRDX2	19	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, ComPPI, UniProt, LOCATE	FALSE	NA
PRDX3	10	protein	intracellular	intracellular	3	FALSE	OmniPath, LOCATE, GO_Intercell, ComPPI, UniProt	FALSE	NA
PRDX4	X	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, LOCATE, ComPPI, OmniPath	FALSE	NA
PRDX5	11	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, OmniPath, GO_Intercell, LOCATE	FALSE	NA
PRDX6	1	protein	intracellular	intracellular	3	FALSE	LOCATE, UniProt, GO_Intercell, ComPPI, OmniPath	FALSE	NA
PREB	2	protein	transmembrane, intracellular	transmembrane, intracellular, transmembrane_predicted	5	TRUE	OmniPath, Ramilowski_location, UniProt, LOCATE, ComPPI, GO_Intercell, Phobius	TRUE	CollecTRI;DoRothEA;ExTRI_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA;CytReg_CollecTRI;NTNU.Curated_CollecTRI
PRELID1	5	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, ComPPI, GO_Intercell	FALSE	NA
PRELID2	5	protein	intracellular	intracellular	1	FALSE	GO_Intercell, OmniPath	FALSE	NA
PRELID3A	18	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, OmniPath, ComPPI	FALSE	NA
PRELID3B	20	protein	intracellular	intracellular	2	FALSE	GO_Intercell, ComPPI, OmniPath	FALSE	NA
PRELP	1	protein	secreted, extracellular, proteoglycan, ecm, intracellular, small_leucine_rich_repeat_proteoglycan	secreted, extracellular, ecm, intracellular	5	FALSE	UniProt, OmniPath, Matrisome, GO_Intercell, MatrixDB, LOCATE, HPA_secretome, CellCellInteractions, Ramilowski_location, HGNC	FALSE	NA
PREP	6	protein	intracellular, receptor	intracellular, receptor	3	FALSE	OmniPath, scConnect, ComPPI, UniProt, LOCATE, GO_Intercell	FALSE	NA
PREPL	2	protein	receptor, intracellular	receptor, intracellular	3	FALSE	OmniPath, UniProt, ComPPI, GO_Intercell, scConnect	FALSE	NA
PREX1	20	protein	intracellular, plasma_membrane	intracellular, plasma_membrane	3	FALSE	LOCATE, OmniPath, UniProt, GO_Intercell, ComPPI	FALSE	NA
PREX2	8	protein	intracellular	intracellular	2	FALSE	OmniPath, GO_Intercell, ComPPI	FALSE	NA
PRF1	10	protein	transmembrane, receptor, secreted, plasma_membrane, intracellular, extracellular	transmembrane, receptor, secreted, plasma_membrane, intracellular, extracellular	3	TRUE	UniProt, OmniPath, scConnect, GO_Intercell, ComPPI	FALSE	NA
PRG2	11	protein	proteoglycan, secreted, ecm, intracellular, extracellular	ecm, secreted, intracellular, extracellular	5	FALSE	Matrisome, UniProt, OmniPath, GO_Intercell, MatrixDB	FALSE	NA
PRG3	11	protein	ecm, secreted, intracellular	ecm, secreted, intracellular	2	FALSE	OmniPath, HPA_secretome, UniProt, GO_Intercell	FALSE	NA
PRG4	1	protein	secreted, extracellular, ecm, ligand, proteoglycan	secreted, extracellular, ecm, ligand	4	FALSE	UniProt, LOCATE, OmniPath, connectomeDB2020, HPA_secretome, MatrixDB, CellTalkDB, Matrisome, GO_Intercell	FALSE	NA
PRICKLE1	12	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, OmniPath, GO_Intercell	FALSE	NA
PRICKLE2	3	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, UniProt, GO_Intercell	FALSE	NA
PRICKLE3	X	protein	intracellular, plasma_membrane	intracellular, plasma_membrane	3	FALSE	OmniPath, UniProt, GO_Intercell, ComPPI	FALSE	NA
PRICKLE4	6	protein	intracellular	intracellular	1	FALSE	GO_Intercell, OmniPath	FALSE	NA
PRIM1	12	protein	intracellular	intracellular	2	FALSE	ComPPI, OmniPath, GO_Intercell, LOCATE	FALSE	NA
PRIM2	6	protein	intracellular	intracellular	2	FALSE	ComPPI, LOCATE, OmniPath, GO_Intercell	FALSE	NA
PRIMA1	14	protein	plasma_membrane, transmembrane_phobius, transmembrane_sosui, transmembrane_tmhmm, intracellular, cell_surface, transmembrane, transmembrane_predicted, plasma_membrane_transmembrane	plasma_membrane, transmembrane_predicted, intracellular, cell_surface, transmembrane, plasma_membrane_transmembrane	7	TRUE	OmniPath, Almen2009, UniProt, Surfaceome, ComPPI, LOCATE, Ramilowski_location, Membranome, TopDB, Phobius	FALSE	NA
PRIMPOL	4	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, ComPPI, OmniPath	FALSE	NA
PRKAA1	5	protein	intracellular, receptor	intracellular, receptor	3	FALSE	ComPPI, LOCATE, OmniPath, GO_Intercell, scConnect, UniProt	FALSE	NA
PRKAA2	1	protein	intracellular, receptor	intracellular, receptor	3	FALSE	OmniPath, GO_Intercell, UniProt, ComPPI, LOCATE, scConnect	FALSE	NA
PRKAB1	12	protein	intracellular, receptor	intracellular, receptor	2	FALSE	ComPPI, scConnect, OmniPath, GO_Intercell	FALSE	NA
PRKAB2	1	protein	intracellular, receptor	intracellular, receptor	2	FALSE	GO_Intercell, OmniPath, LOCATE, ComPPI, scConnect	FALSE	NA
PRKACA	19	protein	intracellular, plasma_membrane, receptor	intracellular, plasma_membrane, receptor	3	FALSE	LOCATE, OmniPath, scConnect, UniProt, ComPPI, GO_Intercell	FALSE	NA
PRKACB	1	protein	intracellular, plasma_membrane, receptor, gpcr	intracellular, plasma_membrane, receptor	3	FALSE	UniProt, GO_Intercell, OmniPath, scConnect, DGIdb, ComPPI	FALSE	NA
PRKAG1	12	protein	intracellular, receptor	intracellular, receptor	2	FALSE	GO_Intercell, OmniPath, scConnect, ComPPI	FALSE	NA
PRKAG2	7	protein	intracellular, receptor	intracellular, receptor	2	FALSE	OmniPath, GO_Intercell, ComPPI, scConnect	FALSE	NA
PRKAG3	2	protein	intracellular, receptor	intracellular, receptor	2	FALSE	ComPPI, scConnect, OmniPath, GO_Intercell	FALSE	NA
PRKAR1A	17	protein	plasma_membrane, intracellular, receptor	plasma_membrane, intracellular, receptor	2	FALSE	UniProt, ComPPI, OmniPath, scConnect, LOCATE, GO_Intercell	FALSE	NA
PRKAR1B	7	protein	plasma_membrane, intracellular, receptor	plasma_membrane, intracellular, receptor	2	FALSE	UniProt, LOCATE, OmniPath, GO_Intercell, ComPPI, scConnect	FALSE	NA
PRKAR2A	3	protein	intracellular, plasma_membrane, receptor	intracellular, plasma_membrane, receptor	3	FALSE	UniProt, OmniPath, GO_Intercell, LOCATE, ComPPI, scConnect	FALSE	NA
PRKAR2B	7	protein	intracellular, plasma_membrane, receptor	intracellular, plasma_membrane, receptor	3	FALSE	OmniPath, UniProt, ComPPI, GO_Intercell, scConnect, LOCATE	FALSE	NA
PRKCA	17	protein	plasma_membrane, intracellular, receptor	plasma_membrane, intracellular, receptor	3	FALSE	OmniPath, LOCATE, UniProt, SignaLink_function, scConnect, GO_Intercell, ComPPI	FALSE	NA
PRKCB	16	protein	intracellular, receptor	intracellular, receptor	3	FALSE	LOCATE, OmniPath, scConnect, GO_Intercell, ComPPI, UniProt	FALSE	NA
PRKCD	3	protein	plasma_membrane, receptor, intracellular	plasma_membrane, receptor, intracellular	3	FALSE	OmniPath, UniProt, LOCATE, GO_Intercell, scConnect, ComPPI	FALSE	NA
PRKCE	2	protein	intracellular, plasma_membrane, ion_channel, receptor, transporter	intracellular, plasma_membrane, ion_channel, receptor, transporter	3	FALSE	LOCATE, OmniPath, scConnect, DGIdb, ComPPI, UniProt, GO_Intercell	FALSE	NA
PRKCG	19	protein	intracellular, receptor, plasma_membrane	intracellular, receptor, plasma_membrane	3	FALSE	LOCATE, OmniPath, ComPPI, scConnect, UniProt, GO_Intercell	FALSE	NA
PRKCH	14	protein	receptor, intracellular	receptor, intracellular	3	FALSE	OmniPath, scConnect, GO_Intercell, LOCATE, ComPPI, UniProt	FALSE	NA
PRKCI	3	protein	receptor, intracellular, tight_junction	receptor, intracellular, tight_junction	3	TRUE	scConnect, UniProt, GO_Intercell, OmniPath, ComPPI, LOCATE	FALSE	NA
PRKCQ	10	protein	intracellular, plasma_membrane, receptor	intracellular, plasma_membrane, receptor	3	FALSE	LOCATE, UniProt, OmniPath, ComPPI, GO_Intercell, scConnect	FALSE	NA
PRKCSH	19	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, LOCATE, ComPPI, UniProt	FALSE	NA
PRKCZ	1	protein	intracellular, plasma_membrane, cell_adhesion, tight_junction, receptor, adhesion	intracellular, plasma_membrane, cell_adhesion, tight_junction, receptor, adhesion	3	TRUE	LOCATE, OmniPath, UniProt, GO_Intercell, Cellinker, scConnect, ComPPI	FALSE	NA
PRKD1	14	protein	receptor, intracellular, plasma_membrane	receptor, intracellular, plasma_membrane	3	FALSE	scConnect, UniProt, ComPPI, GO_Intercell, OmniPath, LOCATE	FALSE	NA
PRKD2	19	protein	intracellular, receptor, plasma_membrane	intracellular, receptor, plasma_membrane	3	FALSE	ComPPI, OmniPath, UniProt, scConnect, LOCATE, GO_Intercell	FALSE	NA
PRKD3	2	protein	intracellular, receptor	intracellular, receptor	3	FALSE	LOCATE, UniProt, OmniPath, scConnect, GO_Intercell, ComPPI	FALSE	NA
PRKDC	8	protein	intracellular, receptor	intracellular, receptor	3	FALSE	GO_Intercell, OmniPath, scConnect, UniProt, ComPPI, LOCATE	FALSE	NA
PRKG1	10	protein	intracellular, receptor	intracellular, receptor	3	FALSE	ComPPI, OmniPath, GO_Intercell, scConnect, LOCATE, UniProt	FALSE	NA
PRKG2	4	protein	intracellular, receptor, plasma_membrane, apical_cell_membrane	intracellular, receptor, plasma_membrane	4	FALSE	LOCATE, OmniPath, UniProt, ComPPI, Ramilowski_location, GO_Intercell, scConnect	FALSE	NA
PRKN	6	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, UniProt, ComPPI, LOCATE	FALSE	NA
PRKRA	2	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, OmniPath, UniProt, LOCATE	FALSE	NA
PRKRIP1	7	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, ComPPI, UniProt	FALSE	NA
PRKX	X	protein	intracellular, receptor	intracellular, receptor	3	FALSE	OmniPath, scConnect, GO_Intercell, UniProt, ComPPI	FALSE	NA
PRL	6	protein	ligand, extracellular, growth_hormone, secreted, hormone, intracellular, cytokine	ligand, extracellular, secreted, intracellular	18	FALSE	CellChatDB, OmniPath, scConnect, ICELLNET, HPMR, HGNC, Cellinker, SignaLink_function, Matrisome, DGIdb, LRdb, CellTalkDB, connectomeDB2020, CellPhoneDB, HPA_secretome, iTALK, UniProt, GO_Intercell, talklr, CellCall, Ramilowski2015	FALSE	NA
PRLH	2	protein	secreted, ligand, hormone, intracellular, extracellular	secreted, ligand, intracellular, extracellular	14	FALSE	UniProt, OmniPath, DGIdb, Cellinker, CellPhoneDB, HPA_secretome, HPMR, CellChatDB, connectomeDB2020, CellTalkDB, scConnect, Ramilowski2015, talklr, GO_Intercell, iTALK, LRdb, Guide2Pharma	FALSE	NA
PRLHR	10	protein	class_a_rhodopsin_peptide_prolactin_releasing_peptide, 7tm_a, receptor, gpcr, transmembrane, plasma_membrane, seven_transmembrane_7tm, extracellular, plasma_membrane_transmembrane, cell_surface, rhodopsin, peptide, class_a_rhodopsin, neuropeptidey_tachykinin_orexin_pancreatic_peptide_7tm_a, class_a_rhodopsin_peptide	receptor, transmembrane, plasma_membrane, transmembrane_predicted, extracellular, plasma_membrane_transmembrane, cell_surface	17	TRUE	GPCRdb, HPMR, connectomeDB2020, UniProt, Ramilowski_location, OmniPath, Phobius, Ramilowski2015, CellCellInteractions, Almen2009, Cellinker, Surfaceome, HGNC, LOCATE, DGIdb, Guide2Pharma, CellPhoneDB, GO_Intercell, scConnect, CellChatDB, talklr, CellTalkDB, Baccin2019, iTALK, LRdb	FALSE	NA
