mouse_gene_symbol	mouse_chromosome	entity_type	category	parent	consensus_score	is_cs	database_cs	database_tf
Uqcrfs1	13	protein	transmembrane, intracellular	transmembrane, intracellular	3	TRUE	UniProt, OmniPath, GO_Intercell, ComPPI	NA
Uqcrh	4	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, OmniPath, UniProt	NA
Uqcrq	11	protein	transmembrane, intracellular, transmembrane_predicted, transmembrane_sosui, transmembrane_phobius	transmembrane, intracellular, transmembrane_predicted	5	TRUE	Ramilowski_location, UniProt, ComPPI, GO_Intercell, OmniPath, Almen2009, Phobius	NA
Urb1	16	protein	intracellular, transmembrane	intracellular, transmembrane	3	TRUE	GO_Intercell, OmniPath, ComPPI, Ramilowski_location, LOCATE, UniProt	NA
Urb2	8	protein	intracellular, transmembrane	intracellular, transmembrane	3	TRUE	OmniPath, Ramilowski_location, UniProt, GO_Intercell, LOCATE, ComPPI	NA
Urgcp	11	protein	intracellular, transmembrane	intracellular, transmembrane	3	TRUE	ComPPI, UniProt, LOCATE, GO_Intercell, OmniPath	NA
Uri1	7	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, GO_Intercell, OmniPath	CollecTRI;TRRUST_CollecTRI
Urm1	2	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, GO_Intercell, UniProt	NA
Uroc1	6	protein	intracellular	intracellular	2	FALSE	OmniPath, GO_Intercell, ComPPI	NA
Urod	4	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, UniProt, GO_Intercell	NA
Uros	7	protein	intracellular	intracellular	2	FALSE	GO_Intercell, ComPPI, OmniPath	NA
Usb1	8	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, UniProt, GO_Intercell	NA
Use1	8	protein	transmembrane, transmembrane_sosui, transmembrane_predicted, intracellular, transmembrane_phobius, transmembrane_tmhmm	transmembrane, transmembrane_predicted, intracellular	6	TRUE	OmniPath, LOCATE, Almen2009, UniProt, ComPPI, GO_Intercell, Phobius, Ramilowski_location	NA
Usf1	1	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, GO_Intercell, ComPPI, LOCATE	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;IntAct_DoRothEA;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TFactS_CollecTRI;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA;TFactS_DoRothEA;ENCODE-proximal;FANTOM4_DoRothEA;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;SIGNOR_CollecTRI;ORegAnno;ORegAnno_DoRothEA;ENCODE-distal;ReMap_DoRothEA;CytReg_CollecTRI;PAZAR_DoRothEA;ABS;Pavlidis2021_CollecTRI;SIGNOR;ARACNe-GTEx_DoRothEA
Usf2	7	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, UniProt, LOCATE, OmniPath	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;DoRothEA;FANTOM4_DoRothEA;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;GEREDB_CollecTRI;ENCODE-proximal;ReMap_DoRothEA;CytReg_CollecTRI;TFactS_CollecTRI;ENCODE-distal;IntAct_DoRothEA;SIGNOR_CollecTRI;ARACNe-GTEx_DoRothEA
Usf3	16	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, ComPPI, UniProt	NA
Ush1c	7	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, ComPPI, LOCATE, OmniPath	NA
Ush1g	11	protein	intracellular, plasma_membrane	intracellular, plasma_membrane	3	FALSE	UniProt, ComPPI, OmniPath, LOCATE, GO_Intercell	NA
Ush2a	1	protein	cell_surface, transmembrane, intracellular, secreted, matrix_adhesion, plasma_membrane_transmembrane, adhesion	cell_surface, transmembrane, intracellular, secreted, matrix_adhesion, plasma_membrane_transmembrane, transmembrane_predicted, adhesion	4	TRUE	OmniPath, Ramilowski_location, GO_Intercell, UniProt, Membranome, Surfaceome, Zhong2015, ComPPI, Phobius	NA
Ushbp1	8	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	NA
Uso1	5	protein	intracellular, transmembrane	intracellular, transmembrane	3	TRUE	UniProt, OmniPath, GO_Intercell, LOCATE, Ramilowski_location, ComPPI	NA
Usp1	4	protein	intracellular, receptor	intracellular, receptor	3	FALSE	OmniPath, LOCATE, GO_Intercell, scConnect, ComPPI, UniProt	NA
Usp10	8	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, ComPPI, UniProt	NA
Usp11	X	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, GO_Intercell, LOCATE, UniProt	NA
Usp12	5	protein	intracellular	intracellular	2	FALSE	LOCATE, GO_Intercell, ComPPI, OmniPath	NA
Usp13	3	protein	intracellular	intracellular	2	FALSE	GO_Intercell, OmniPath, ComPPI	NA
Usp14	18	protein	intracellular, receptor, plasma_membrane	intracellular, receptor, plasma_membrane	3	FALSE	OmniPath, ComPPI, scConnect, UniProt, GO_Intercell	NA
Usp15	10	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, UniProt, ComPPI	NA
Usp16	16	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, ComPPI, UniProt	NA
Usp18	6	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, ComPPI, LOCATE, GO_Intercell	NA
Usp19	9	protein	transmembrane, intracellular	transmembrane_predicted, transmembrane, intracellular	4	TRUE	Phobius, UniProt, ComPPI, GO_Intercell, OmniPath, Ramilowski_location	NA
Usp2	9	protein	intracellular, receptor	intracellular, receptor	3	FALSE	UniProt, scConnect, OmniPath, GO_Intercell, ComPPI	NA
Usp20	2	protein	intracellular, receptor, gpcr	intracellular, receptor	3	FALSE	UniProt, ComPPI, OmniPath, GO_Intercell, DGIdb	NA
Usp21	1	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, GO_Intercell, UniProt	NA
Usp22	11	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, ComPPI, GO_Intercell	NA
Usp24	4	protein	intracellular	intracellular	2	FALSE	GO_Intercell, OmniPath, ComPPI	NA
Usp25	16	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, UniProt, GO_Intercell, LOCATE	NA
Usp27x	X	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, ComPPI, UniProt	NA
Usp28	9	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, ComPPI, UniProt	NA
Usp29	7	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, UniProt, GO_Intercell	NA
Usp3	9	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, GO_Intercell, OmniPath	NA
Usp30	5	protein	transmembrane, transmembrane_tmhmm, intracellular, transmembrane_phobius, transmembrane_predicted	transmembrane, transmembrane_predicted, intracellular	4	TRUE	UniProt, Almen2009, OmniPath, ComPPI, Phobius, Ramilowski_location, GO_Intercell	NA
Usp31	7	protein	intracellular	intracellular	2	FALSE	ComPPI, OmniPath, GO_Intercell	NA
Usp32	11	protein	intracellular, plasma_membrane	intracellular, plasma_membrane	3	FALSE	UniProt, ComPPI, OmniPath, GO_Intercell	NA
Usp33	3	protein	gpcr, intracellular, receptor	receptor, intracellular	3	FALSE	DGIdb, UniProt, OmniPath, GO_Intercell, ComPPI	NA
Usp34	11	protein	intracellular	intracellular	2	FALSE	GO_Intercell, OmniPath, ComPPI	NA
Usp35	7	protein	intracellular	intracellular	2	FALSE	GO_Intercell, ComPPI, OmniPath	NA
Usp36	11	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, ComPPI, UniProt	NA
Usp37	1	protein	intracellular	intracellular	2	FALSE	ComPPI, OmniPath, GO_Intercell, LOCATE	NA
Usp38	8	protein	intracellular	intracellular	2	FALSE	OmniPath, GO_Intercell, ComPPI	NA
Usp39	6	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, LOCATE, ComPPI, UniProt	NA
Usp4	9	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, ComPPI, LOCATE, OmniPath	NA
Usp40	1	protein	intracellular	intracellular	2	FALSE	OmniPath, ComPPI, GO_Intercell	NA
Usp42	5	protein	intracellular	intracellular	2	FALSE	OmniPath, ComPPI, GO_Intercell	NA
Usp43	11	protein	intracellular	intracellular	2	FALSE	OmniPath, GO_Intercell, ComPPI	NA
Usp44	10	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, OmniPath, UniProt	NA
Usp45	4	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, ComPPI, UniProt	NA
Usp46	5	protein	intracellular	intracellular	2	FALSE	GO_Intercell, OmniPath, ComPPI	NA
Usp47	7	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, GO_Intercell, UniProt	NA
Usp48	4	protein	intracellular, transmembrane	intracellular, transmembrane	3	TRUE	UniProt, OmniPath, ComPPI, Ramilowski_location, GO_Intercell	NA
Usp49	17	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, ComPPI, UniProt	NA
Usp5	6	protein	receptor, intracellular	receptor, intracellular	2	FALSE	OmniPath, ComPPI, scConnect, GO_Intercell	NA
Usp50	2	protein	intracellular	intracellular	2	FALSE	OmniPath, GO_Intercell, ComPPI	NA
Usp51	X	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, ComPPI, OmniPath	NA
Usp53	3	protein	intracellular, tight_junction	intracellular, tight_junction	1	TRUE	ComPPI, GO_Intercell, OmniPath	NA
Usp54	14	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	NA
Usp6nl	2	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, GO_Intercell, UniProt	NA
Usp7	16	protein	intracellular	intracellular	3	FALSE	OmniPath, LOCATE, GO_Intercell, ComPPI, UniProt	NA
Usp8	2	protein	intracellular, plasma_membrane	intracellular, plasma_membrane	3	FALSE	OmniPath, ComPPI, UniProt, GO_Intercell	NA
Usp9x	X	protein	transmembrane, intracellular	transmembrane, intracellular	3	TRUE	LOCATE, GO_Intercell, OmniPath, ComPPI, UniProt	NA
Usp9y	Y	protein	intracellular, transmembrane_phobius	intracellular, transmembrane_predicted	3	TRUE	GO_Intercell, UniProt, Almen2009, ComPPI, OmniPath	NA
Uspl1	5	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, ComPPI, GO_Intercell	NA
Ust	10	protein	transmembrane, transmembrane_phobius, transmembrane_predicted, intracellular, transmembrane_tmhmm	transmembrane_predicted, transmembrane, intracellular	5	TRUE	Phobius, Almen2009, Ramilowski_location, UniProt, OmniPath, GO_Intercell	NA
Utp11	4	protein	extracellular, intracellular	extracellular, intracellular	3	FALSE	OmniPath, UniProt, GO_Intercell, ComPPI, LOCATE	NA
Utp14a	X	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, GO_Intercell, ComPPI, LOCATE	NA
Utp14b	1	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, GO_Intercell, ComPPI, LOCATE	NA
Utp15	13	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, LOCATE, OmniPath, GO_Intercell	NA
Utp18	11	protein	intracellular, transmembrane	intracellular, transmembrane	3	TRUE	UniProt, OmniPath, ComPPI, LOCATE, GO_Intercell	NA
Utp20	10	protein	transmembrane, intracellular	transmembrane, intracellular	3	TRUE	Ramilowski_location, UniProt, OmniPath, GO_Intercell, ComPPI	NA
Utp23	15	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, GO_Intercell, ComPPI	NA
Utp25	1	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, UniProt, OmniPath	NA
Utp3	5	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, OmniPath, LOCATE, GO_Intercell	NA
Utp4	8	protein	intracellular	intracellular	3	FALSE	LOCATE, GO_Intercell, UniProt, OmniPath, ComPPI	NA
Utp6	11	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, UniProt, OmniPath	NA
Utrn	10	protein	intracellular	intracellular	3	FALSE	UniProt, LOCATE, OmniPath, ComPPI, GO_Intercell	NA
Uts2	4	protein	secreted, ligand, intracellular, extracellular, hormone	secreted, ligand, intracellular, extracellular	15	FALSE	connectomeDB2020, Baccin2019, OmniPath, LRdb, ComPPI, UniProt, iTALK, Ramilowski2015, CellTalkDB, Cellinker, HPMR, CellPhoneDB, CellChatDB, DGIdb, GO_Intercell, scConnect, HPA_secretome, Guide2Pharma, talklr	NA
Uts2b	16	protein	ligand, secreted, hormone, extracellular	ligand, secreted, extracellular	14	FALSE	DGIdb, Baccin2019, Cellinker, OmniPath, CellChatDB, scConnect, Guide2Pharma, iTALK, talklr, CellTalkDB, Ramilowski2015, UniProt, CellPhoneDB, GO_Intercell, HPA_secretome, connectomeDB2020, LRdb	NA
Uty	Y	protein	intracellular, transmembrane	intracellular, transmembrane	3	TRUE	OmniPath, GO_Intercell, ComPPI, LOCATE, UniProt	NA
Uvrag	7	protein	intracellular, transmembrane	intracellular, transmembrane	3	TRUE	ComPPI, UniProt, GO_Intercell, OmniPath, Ramilowski_location	NA
Uvssa	5	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, GO_Intercell, UniProt	NA
Uxs1	1	protein	intracellular, transmembrane	intracellular, transmembrane	4	TRUE	ComPPI, UniProt, OmniPath, GO_Intercell, TopDB, LOCATE	NA
Uxt	X	protein	intracellular, transmembrane	intracellular, transmembrane	3	TRUE	GO_Intercell, ComPPI, OmniPath, UniProt, Ramilowski_location	NA
V1ra8	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vac14	8	protein	transmembrane, intracellular	transmembrane, intracellular	3	TRUE	Ramilowski_location, GO_Intercell, OmniPath, UniProt, ComPPI	NA
Vamp1	6	protein	transmembrane, transmembrane_tmhmm, intracellular, transmembrane_predicted, transmembrane_sosui, transmembrane_phobius	transmembrane, transmembrane_predicted, intracellular	6	TRUE	Ramilowski_location, Almen2009, LOCATE, OmniPath, Phobius, GO_Intercell, UniProt	NA
Vamp2	11	protein	transmembrane, intracellular, plasma_membrane	transmembrane, intracellular, plasma_membrane, transmembrane_predicted	6	TRUE	OmniPath, TopDB, UniProt, Phobius, LOCATE, Ramilowski_location, GO_Intercell, ComPPI	NA
Vamp3	4	protein	transmembrane, intracellular	transmembrane_predicted, transmembrane, intracellular	5	TRUE	Phobius, Ramilowski_location, GO_Intercell, LOCATE, UniProt, OmniPath, ComPPI	NA
Vamp4	1	protein	transmembrane, transmembrane_predicted, transmembrane_phobius, transmembrane_tmhmm, intracellular, transmembrane_sosui	transmembrane, transmembrane_predicted, intracellular	5	TRUE	UniProt, Phobius, Ramilowski_location, OmniPath, Almen2009, ComPPI, GO_Intercell	NA
Vamp5	6	protein	transmembrane, intracellular, transmembrane_phobius, plasma_membrane, transmembrane_tmhmm, transmembrane_sosui, plasma_membrane_transmembrane, transmembrane_predicted	transmembrane, transmembrane_predicted, intracellular, plasma_membrane, plasma_membrane_transmembrane	6	TRUE	UniProt, Phobius, OmniPath, Almen2009, GO_Intercell, LOCATE, CSPA, ComPPI, Ramilowski_location	NA
Vamp8	6	protein	transmembrane, transmembrane_sosui, intracellular, plasma_membrane, apical_cell_membrane, transmembrane_predicted, transmembrane_phobius, transmembrane_tmhmm	transmembrane, transmembrane_predicted, intracellular, plasma_membrane	6	TRUE	LOCATE, Almen2009, OmniPath, UniProt, GO_Intercell, Phobius, Ramilowski_location, ComPPI	NA
Vangl1	3	protein	receptor, transmembrane, plasma_membrane	receptor, transmembrane, plasma_membrane, transmembrane_predicted	4	TRUE	iTALK, UniProt, OmniPath, Phobius, Ramilowski_location, EMBRACE	NA
Vangl2	1	protein	transmembrane, intracellular, plasma_membrane, receptor	transmembrane, intracellular, plasma_membrane, receptor, transmembrane_predicted	5	TRUE	Ramilowski_location, OmniPath, UniProt, LOCATE, Phobius, CellTalkDB, ComPPI	NA
Vapa	17	protein	tight_junction, plasma_membrane, transmembrane_predicted, intracellular, adhesion, transmembrane, cell_adhesion, transmembrane_phobius, transmembrane_sosui, transmembrane_tmhmm	tight_junction, plasma_membrane, transmembrane, intracellular, adhesion, cell_adhesion, transmembrane_predicted	7	TRUE	OmniPath, Cellinker, ComPPI, GO_Intercell, LOCATE, Ramilowski_location, UniProt, Almen2009, Phobius, TopDB	NA
Vapb	2	protein	transmembrane, intracellular, transmembrane_phobius, transmembrane_sosui, transmembrane_tmhmm, transmembrane_predicted	transmembrane, transmembrane_predicted, intracellular	7	TRUE	UniProt, Ramilowski_location, Phobius, LOCATE, OmniPath, Almen2009, GO_Intercell, TopDB, ComPPI	NA
Vars	17	protein	intracellular	intracellular	2	FALSE	OmniPath, GO_Intercell, ComPPI	NA
Vars2	17	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, GO_Intercell, UniProt	NA
Vash1	12	protein	extracellular, secreted, intracellular	extracellular, secreted, intracellular	3	FALSE	OmniPath, HPA_secretome, UniProt, GO_Intercell, ComPPI	NA
Vash2	1	protein	extracellular, secreted, intracellular	extracellular, secreted, intracellular	3	FALSE	OmniPath, HPA_secretome, UniProt, ComPPI, GO_Intercell	NA
Vasn	16	protein	secreted, transmembrane, receptor, plasma_membrane_transmembrane, extracellular, transmembrane_tmhmm, intracellular, transmembrane_predicted, ligand_regulator, growth_factor_binder, cell_surface, transmembrane_phobius, ligand, transmembrane_sosui	secreted, transmembrane, receptor, plasma_membrane_transmembrane, extracellular, transmembrane_predicted, intracellular, ligand_regulator, cell_surface, ligand	7	TRUE	OmniPath, TopDB, connectomeDB2020, CSPA, UniProt, Almen2009, HPA_secretome, Membranome, LOCATE, ComPPI, Ramilowski_location, GO_Intercell, Surfaceome, Phobius, CellPhoneDB	NA
Vasp	7	protein	cell_adhesion, tight_junction, actin_regulation_adhesome, plasma_membrane, intracellular, secreted, intracellular_intercellular_related	cell_adhesion, tight_junction, intracellular_intercellular_related, plasma_membrane, intracellular, secreted	3	TRUE	Cellinker, GO_Intercell, Adhesome, OmniPath, ComPPI, connectomeDB2020, LOCATE, UniProt	NA
Vat1	11	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Vat1l	8	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	NA
Vav1	17	protein	intracellular	intracellular	2	FALSE	ComPPI, LOCATE, OmniPath, GO_Intercell	NA
Vav2	2	protein	intracellular	intracellular	2	FALSE	OmniPath, LOCATE, ComPPI, GO_Intercell	NA
Vav3	3	protein	intracellular	intracellular	2	FALSE	GO_Intercell, ComPPI, OmniPath	NA
Vax1	19	protein	intracellular	intracellular	2	FALSE	GO_Intercell, UniProt, OmniPath	CollecTRI;GEREDB_CollecTRI
Vax2	6	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, OmniPath, ComPPI	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI
Vbp1	X	protein	intracellular	intracellular	3	FALSE	GO_Intercell, LOCATE, OmniPath, ComPPI, UniProt	NA
Vcam1	3	protein	transmembrane, cell_adhesion, cell_surface, ligand, transmembrane_tmhmm, cell_surface_ligand, secreted, extracellular, adhesion, transmembrane_predicted, transmembrane_sosui, intracellular, receptor, matrix_adhesion, ig_like, plasma_membrane, plasma_membrane_transmembrane, transmembrane_phobius, ecm	transmembrane, cell_adhesion, cell_surface, ligand, transmembrane_predicted, cell_surface_ligand, secreted, extracellular, adhesion, intracellular, receptor, matrix_adhesion, plasma_membrane, plasma_membrane_transmembrane	10	TRUE	LOCATE, HGNC, Baccin2019, Cellinker, EMBRACE, connectomeDB2020, HPMR, Almen2009, TopDB, CellTalkDB, OmniPath, CellPhoneDB, Kirouac2010, UniProt, DGIdb, ComPPI, GO_Intercell, CellCellInteractions, Surfaceome, CellChatDB, LRdb, iTALK, talklr, Ramilowski2015, ICELLNET, CSPA, Phobius, Membranome, Zhong2015	NA
Vcan	13	protein	intracellular, ecm, adhesion, ligand, secreted, matrix_adhesion, proteoglycan, hyalectan_proteoglycan, extracellular	intracellular, ecm, adhesion, ligand, secreted, matrix_adhesion, extracellular	9	TRUE	OmniPath, ComPPI, Cellinker, EMBRACE, Baccin2019, Ramilowski_location, UniProt, Matrisome, Zhong2015, LRdb, talklr, HPA_secretome, ICELLNET, GO_Intercell, connectomeDB2020, HGNC, iTALK, CellTalkDB, Ramilowski2015	NA
Vcl	14	protein	transmembrane_sosui, intracellular, ligand, transmembrane_phobius, ecm, transmembrane, transmembrane_predicted, plasma_membrane, adherens_junction, intracellular_intercellular_related, transmembrane_tmhmm, adhesion_cytoskeleton_adaptor	transmembrane_predicted, intracellular, ligand, ecm, transmembrane, plasma_membrane, adherens_junction, intracellular_intercellular_related	3	TRUE	Almen2009, LOCATE, OmniPath, GO_Intercell, UniProt, CellTalkDB, Adhesome, Ramilowski_location, ComPPI	NA
Vcp	4	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, UniProt, LOCATE, GO_Intercell	NA
Vcpip1	1	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, UniProt, GO_Intercell, LOCATE	NA
Vcpkmt	12	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, OmniPath, UniProt	NA
Vdac2	14	protein	intracellular, transmembrane, extracellular	intracellular, transmembrane, extracellular	3	TRUE	GO_Intercell, OmniPath, UniProt, ComPPI, LOCATE	NA
Vdac3	8	protein	transmembrane, intracellular	transmembrane, intracellular	3	TRUE	OmniPath, UniProt, ComPPI, GO_Intercell	NA
Vdr	15	protein	intracellular, receptor	intracellular, receptor	3	FALSE	UniProt, GO_Intercell, ComPPI, CellCellInteractions, OmniPath, scConnect, LOCATE	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;DoRothEA;NTNU.Curated_CollecTRI;TFactS_CollecTRI;TFactS_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA;PAZAR_DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;ReMap_DoRothEA;JASPAR_DoRothEA;ABS;IntAct_CollecTRI;IntAct_DoRothEA;SIGNOR_CollecTRI;ARACNe-GTEx_DoRothEA;HOCOMOCO_DoRothEA;FANTOM4_DoRothEA;ORegAnno;ORegAnno_DoRothEA;CytReg_CollecTRI;GOA_CollecTRI
Vegfa	17	protein	secreted, ligand, receptor, cytokine, intracellular, growth_factor, transmembrane, growthfactor, extracellular, vascular_endothelial_growth_factor	secreted, ligand, receptor, intracellular, transmembrane, extracellular	21	TRUE	HPA_secretome, Kirouac2010, Ramilowski2015, OmniPath, Baccin2019, ComPPI, Cellinker, DGIdb, CellCall, CellTalkDB, LRdb, GO_Intercell, LOCATE, iTALK, ICELLNET, scConnect, HPMR, CellPhoneDB, talklr, UniProt, connectomeDB2020, CellChatDB, EMBRACE, Guide2Pharma, Matrisome, HGNC	NA
Vegfb	19	protein	ligand, extracellular, growthfactor, secreted, intracellular, growth_factor, vascular_endothelial_growth_factor	ligand, extracellular, secreted, intracellular	21	FALSE	SignaLink_function, scConnect, talklr, OmniPath, Guide2Pharma, CellPhoneDB, HGNC, Baccin2019, GO_Intercell, CellCall, Cellinker, UniProt, Ramilowski2015, HPA_secretome, EMBRACE, iTALK, Kirouac2010, ICELLNET, CellTalkDB, connectomeDB2020, DGIdb, LRdb, Matrisome, LOCATE, CellChatDB	NA
Vegfc	8	protein	secreted, ligand, extracellular, growth_factor, growthfactor, intracellular, vascular_endothelial_growth_factor	secreted, ligand, extracellular, intracellular	21	FALSE	HPA_secretome, Cellinker, Matrisome, UniProt, scConnect, LRdb, OmniPath, CellTalkDB, iTALK, HPMR, DGIdb, CellPhoneDB, CellChatDB, Guide2Pharma, ICELLNET, EMBRACE, connectomeDB2020, Baccin2019, GO_Intercell, HGNC, Kirouac2010, CellCall, talklr, Ramilowski2015, LOCATE	NA
Vegfd	X	protein	ligand, extracellular, growth_factor, secreted, intracellular, growthfactor, vascular_endothelial_growth_factor	ligand, extracellular, secreted, intracellular	16	FALSE	HGNC, OmniPath, iTALK, Cellinker, UniProt, HPA_secretome, talklr, CellCall, CellPhoneDB, Ramilowski2015, connectomeDB2020, ICELLNET, DGIdb, CellChatDB, GO_Intercell, CellTalkDB, Guide2Pharma, LOCATE, Matrisome, scConnect	NA
Veph1	3	protein	plasma_membrane, intracellular	plasma_membrane, intracellular	2	FALSE	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Vezf1	11	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, OmniPath, ComPPI	CollecTRI;ExTRI_CollecTRI;GOA_CollecTRI;NTNU.Curated_CollecTRI;SIGNOR;SIGNOR_CollecTRI
Vezt	10	protein	transmembrane, intracellular, transmembrane_predicted, adherens_junction, transmembrane_tmhmm, plasma_membrane, transmembrane_sosui	transmembrane, intracellular, transmembrane_predicted, adherens_junction, plasma_membrane	6	TRUE	LOCATE, UniProt, GO_Intercell, OmniPath, Phobius, Ramilowski_location, Almen2009, Zhong2015, ComPPI	NA
Vgf	5	protein	ligand, intracellular, growth_factor, secreted, hormone	ligand, intracellular, secreted	3	FALSE	OmniPath, ComPPI, DGIdb, GO_Intercell, UniProt, HPA_secretome	NA
Vgll1	X	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, OmniPath, ComPPI	NA
Vgll2	10	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, ComPPI, UniProt	NA
Vgll3	16	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, OmniPath, GO_Intercell	NA
Vgll4	6	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, LOCATE, UniProt, GO_Intercell	NA
Vhl	6	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, ComPPI, LOCATE, OmniPath	CollecTRI;TRRUST_CollecTRI;SIGNOR_CollecTRI;NTNU.Curated_CollecTRI
Vil1	1	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, OmniPath, LOCATE, GO_Intercell	NA
Vill	9	protein	intracellular	intracellular	2	FALSE	ComPPI, OmniPath, GO_Intercell	NA
Vim	2	protein	secreted, ecm, plasma_membrane, intracellular, extracellular, adhesion_cytoskeleton_adaptor, intracellular_intercellular_related	secreted, ecm, plasma_membrane, intracellular, extracellular, intracellular_intercellular_related	3	FALSE	connectomeDB2020, OmniPath, LOCATE, ComPPI, Adhesome, UniProt, GO_Intercell	NA
Vip	10	protein	ligand, intracellular, secreted, extracellular, hormone	ligand, intracellular, secreted, extracellular	17	FALSE	Guide2Pharma, LOCATE, Cellinker, UniProt, OmniPath, GO_Intercell, connectomeDB2020, talklr, LRdb, DGIdb, CellPhoneDB, CellTalkDB, HPMR, iTALK, CellCall, EMBRACE, Baccin2019, Ramilowski2015, CellChatDB, HPA_secretome, scConnect	NA
Vipas39	12	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, OmniPath, UniProt	NA
